92956,Silver,02/01/2017,02/01/2017,123009195,230100100013,2,226.2,58.9
62039,Gold,03/01/2017,03/01/2017,123013358,220100100036,1,41.2,20.7
40267,Silver,05/01/2017,05/01/2017,123024632,210200600084,1,34.8,14.9
50664,Gold,07/01/2017,07/01/2017,123037269,240800200043,2,84.6,18.45
55786,Silver,07/01/2017,07/01/2017,123034300,210200600013,1,83.7,41.8
46746,Gold,12/01/2017,12/01/2017,123062708,220200100229,1,165.5,82.85
91683,Silver,13/01/2017,13/01/2017,123069200,220101000001,1,18.2,8.2
13701,Silver,14/01/2017,14/01/2017,123071854,210201000086,1,17.1,7.65
14093,Silver,15/01/2017,20/01/2017,123079099,220100100135,1,35.7,17.95
75466,Silver,18/01/2017,18/01/2017,123094799,210200900001,1,46.1,19.55
43495,Silver,20/01/2017,20/01/2017,123004763,240600100010,1,16.0,6.5
44946,Gold,20/01/2017,20/01/2017,123003344,240100100528,5,270.5,23.85
62080,Silver,20/01/2017,20/01/2017,123004819,230100600018,1,64.2,32.2
16480,Silver,22/01/2017,22/01/2017,123017050,220101400371,1,25.7,12.8
55847,Silver,24/01/2017,24/01/2017,123027662,240600100181,1,36.8,16.0
72896,Silver,24/01/2017,24/01/2017,123029429,220101000002,1,17.7,8.0
38556,Gold,27/01/2017,27/01/2017,123042446,210200600116,1,36.3,15.2
62001,Gold,27/01/2017,27/01/2017,123047317,230100700002,1,220.0,135.0
84481,Silver,30/01/2017,30/01/2017,123060420,220200200011,1,86.2,39.25
80359,Silver,01/02/2017,01/02/2017,123073140,220200200032,1,96.4,43.85
27665,Gold,02/02/2017,02/02/2017,123077797,230100600033,1,85.1,40.65
11260,Gold,03/02/2017,03/02/2017,123084914,220100100528,1,35.0,17.6
31147,Gold,03/02/2017,05/02/2017,123082759,210201000083,1,23.0,10.55
10528,Silver,06/02/2017,06/02/2017,123000676,210201000093,1,47.0,21.45
15917,Gold,07/02/2017,07/02/2017,123007814,220100400016,1,70.8,32.15
58084,Gold,12/02/2017,15/02/2017,123036412,240500200089,1,17.9,8.5
58817,Gold,12/02/2017,12/02/2017,123033962,230100100016,2,337.2,71.75
80002,Silver,12/02/2017,12/02/2017,123033397,240500200090,1,16.1,7.75
53635,Gold,16/02/2017,16/02/2017,123055325,240100100053,1,22.8,11.45
70386,Gold,18/02/2017,18/02/2017,123067683,220101000002,1,17.7,8.0
40052,Silver,25/02/2017,25/02/2017,123008800,220101400125,1,47.5,21.2
78576,Silver,28/02/2017,05/03/2017,123024189,220200100202,1,92.0,46.1
