74605,Gold,02/01/2017,07/01/2017,123008222,240100200002,1,15.3,6.05
48529,Silver,05/01/2017,05/01/2017,123022078,240600100089,1,22.0,9.1
57756,Silver,05/01/2017,08/01/2017,123024330,220100100410,1,11.2,5.7
19499,Gold,08/01/2017,11/01/2017,123042498,240100100735,1,81.2,34.6
30484,Silver,09/01/2017,09/01/2017,123046678,220200300014,1,84.2,38.35
14535,Gold,14/01/2017,14/01/2017,123073736,220100800036,1,41.8,19.9
39507,Silver,14/01/2017,14/01/2017,123075779,240500100003,1,52.6,24.0
63657,Gold,15/01/2017,17/01/2017,123078258,210200300099,1,22.3,11.25
37088,Gold,21/01/2017,21/01/2017,123013244,220200300161,1,22.6,9.65
74744,Gold,24/01/2017,24/01/2017,123030043,240100100065,1,34.7,13.8
81546,Gold,27/01/2017,27/01/2017,123045420,220200200015,1,105.1,47.75
13248,Gold,30/01/2017,30/01/2017,123059181,230100300001,4,50.8,5.75
75994,Gold,04/02/2017,04/02/2017,123088240,240600100028,1,18.6,7.5
7972,Gold,06/02/2017,06/02/2017,123099968,220200200018,1,66.4,30.25
83742,Gold,06/02/2017,06/02/2017,123000468,240500200100,1,22.7,10.85
38235,Gold,08/02/2017,08/02/2017,123012235,230100500087,1,91.1,37.95
1831,Gold,09/02/2017,15/02/2017,123014573,220100100565,2,78.0,19.6
74961,Gold,11/02/2017,11/02/2017,123028896,220200200047,1,135.8,68.0
14140,Gold,14/02/2017,14/02/2017,123046346,240100100718,1,65.1,28.75
30701,Gold,15/02/2017,16/02/2017,123049803,210200400067,2,89.4,22.45
14237,Silver,17/02/2017,17/02/2017,123064017,220100100483,1,32.2,19.4
29615,Silver,19/02/2017,28/02/2017,123073150,210201000017,2,92.6,19.15
1610,Gold,23/02/2017,23/02/2017,123095312,220200100212,1,103.5,51.85
48716,Gold,24/02/2017,24/02/2017,123099424,220100100296,1,84.3,42.25
89142,Silver,25/02/2017,25/02/2017,123007355,240200100180,1,121.6,62.9
30778,Gold,27/02/2017,02/03/2017,123019409,220101200021,1,171.1,73.15
2248,Silver,05/03/2017,05/03/2017,123047880,230100700002,1,220.0,135.0
30082,Gold,07/03/2017,07/03/2017,123058065,240100100213,1,12.4,5.1
19256,Silver,09/03/2017,10/03/2017,123069893,220100900029,1,30.8,12.35
19383,Gold,10/03/2017,10/03/2017,123075860,240100100618,1,83.9,35.05
15723,Silver,11/03/2017,11/03/2017,123081056,240100200005,1,32.4,13.65
56601,Gold,12/03/2017,17/03/2017,123085683,220200100039,3,258.3,43.15
74401,Silver,14/03/2017,14/03/2017,123098232,240200100240,1,24.0,12.1
3066,Silver,21/03/2017,21/03/2017,123034773,240800100062,1,375.3,150.2
48134,Gold,22/03/2017,24/03/2017,123043914,240500200101,1,119.4,49.75
57715,Silver,26/03/2017,26/03/2017,123063232,220101100034,1,11.8,5.0
91836,Silver,29/03/2017,29/03/2017,123081934,230100400016,1,23.7,9.4
70394,Silver,30/03/2017,05/04/2017,123086870,230100700009,2,1081.4,276.0
18165,Gold,01/04/2017,01/04/2017,123096637,220200100241,1,35.4,17.8
52863,Silver,02/04/2017,02/04/2017,123003062,220200200066,1,88.2,38.4
36519,Gold,04/04/2017,04/04/2017,123012417,240800200020,1,163.4,74.3
85664,Silver,07/04/2017,07/04/2017,123030282,220101400233,1,61.3,27.9
11227,Gold,11/04/2017,15/04/2017,123053905,230100700009,1,540.7,276.0
33886,Gold,11/04/2017,15/04/2017,123053470,220100300028,1,119.3,57.35
71377,Silver,18/04/2017,23/04/2017,123089460,240800200034,1,66.7,30.25
3426,Gold,19/04/2017,19/04/2017,123094434,220200100096,3,219.6,36.7
61426,Gold,22/04/2017,22/04/2017,123013184,240300100056,1,48.1,24.0
41506,Silver,23/04/2017,23/04/2017,123014735,240500200113,3,126.6,20.05
55074,Silver,24/04/2017,24/04/2017,123020948,240500100004,1,63.5,28.0
89310,Gold,27/04/2017,27/04/2017,123039608,220101400023,3,71.7,11.0
77013,Silver,29/04/2017,29/04/2017,123048488,220200100012,3,176.1,28.25
10724,Gold,30/04/2017,30/04/2017,123056251,240500200089,3,53.7,8.5
1540,Gold,04/05/2017,04/05/2017,123075203,220100700047,1,120.1,57.25
10696,Gold,04/05/2017,04/05/2017,123078180,220100900031,3,260.1,34.7
1207,Gold,06/05/2017,09/05/2017,123085681,230100600022,5,420.5,42.15
58533,Silver,07/05/2017,07/05/2017,123093269,220200200052,3,597.6,90.6
59928,Silver,13/05/2017,13/05/2017,123025049,210200600026,3,99.9,13.95
15596,Gold,14/05/2017,19/05/2017,123029693,230100500077,2,346.0,72.75
87709,Silver,16/05/2017,16/05/2017,123043032,240100100253,1,104.2,50.9
13761,Gold,18/05/2017,18/05/2017,123052167,220100900023,1,104.5,41.85
53962,Gold,21/05/2017,21/05/2017,123068445,220101400374,1,33.7,15.7
34505,Gold,22/05/2017,22/05/2017,123076337,210200100001,1,12.8,5.65
78513,Gold,23/05/2017,23/05/2017,123083237,230100100034,1,77.7,32.25
49633,Silver,25/05/2017,30/05/2017,123094699,240500200093,1,40.9,19.45
15908,Silver,30/05/2017,30/05/2017,123020380,210201000087,1,20.0,9.15
40417,Gold,03/06/2017,03/06/2017,123040801,240800100087,1,299.0,123.4
70007,Gold,05/06/2017,05/06/2017,123050574,240400300017,3,139.5,20.45
424,Gold,06/06/2017,06/06/2017,123058315,240100100648,5,253.0,21.55
34339,Silver,07/06/2017,07/06/2017,123061840,240200100046,2,36.2,9.15
45447,Gold,09/06/2017,09/06/2017,123072301,210200500006,2,48.0,11.95
72478,Gold,10/06/2017,10/06/2017,123079096,240100100719,2,82.2,17.9
25837,Gold,12/06/2017,12/06/2017,123092427,240100400062,2,226.4,54.0
15495,Gold,15/06/2017,15/06/2017,123003438,240100400046,1,328.3,165.95
26947,Silver,18/06/2017,18/06/2017,123020749,220101100031,2,41.0,9.25
51348,Gold,19/06/2017,19/06/2017,123030494,240500200042,3,111.0,17.6
78593,Silver,19/06/2017,23/06/2017,123027824,240100200012,1,32.2,13.35
62919,Silver,20/06/2017,25/06/2017,123034655,240200200015,4,96.0,10.55
33697,Silver,25/06/2017,26/06/2017,123062323,220200100100,2,170.6,42.75
41056,Gold,25/06/2017,25/06/2017,123058815,230100300013,1,23.1,4.75
46688,Silver,27/06/2017,27/06/2017,123073280,220101400129,2,81.0,18.45
953,Gold,30/06/2017,30/06/2017,123088624,220101400002,2,208.2,47.4
31644,Gold,01/07/2017,01/07/2017,123095613,230100600039,2,213.6,51.1
20342,Gold,02/07/2017,07/07/2017,123101035,240100100127,2,69.4,15.45
59420,Silver,02/07/2017,02/07/2017,123097605,240100200004,1,35.2,14.8
71106,Silver,07/07/2017,09/07/2017,123127565,220200200009,2,118.0,26.85
84666,Gold,07/07/2017,09/07/2017,123126469,210200400077,2,69.6,17.5
83069,Gold,08/07/2017,08/07/2017,123131166,240200100231,2,16.0,3.6
91922,Gold,09/07/2017,09/07/2017,123136773,210201000147,2,39.4,9.1
47109,Silver,11/07/2017,11/07/2017,123150742,240100100669,2,95.6,20.4
63635,Silver,13/07/2017,13/07/2017,123160382,220200100021,2,300.6,75.25
59440,Silver,14/07/2017,14/07/2017,123163964,220200100096,2,146.4,36.7
70718,Gold,16/07/2017,16/07/2017,123176260,220200100171,2,112.6,31.05
31625,Platinum,21/07/2017,21/07/2017,123101689,230100100024,1,45.5,20.8
48828,Gold,21/07/2017,21/07/2017,123104750,240100100676,2,86.0,18.5
22856,Gold,22/07/2017,22/07/2017,123107967,220101400326,2,63.8,14.6
12767,Silver,25/07/2017,25/07/2017,123123779,220200200052,2,398.4,90.6
62729,Silver,25/07/2017,25/07/2017,123124024,210201000197,2,83.4,18.55
80944,Silver,29/07/2017,03/08/2017,123144725,240500200098,3,132.0,20.95
4012,Gold,01/08/2017,01/08/2017,123164189,230100600036,3,309.6,50.4
90231,Silver,03/08/2017,03/08/2017,123172661,240200200088,3,200.1,27.45
56095,Silver,10/08/2017,10/08/2017,123113929,240100100687,2,95.2,19.8
