78776,Gold,03/01/2017,09/01/2017,123015747,230100500094,2,173.2,34.1
7011,Gold,06/01/2017,06/01/2017,123028724,240800100039,2,171.6,39.9
93447,Gold,09/01/2017,12/01/2017,123047429,220200100129,1,78.6,38.75
31712,Gold,10/01/2017,10/01/2017,123053227,240100100652,2,133.4,28.75
81693,Gold,10/01/2017,10/01/2017,123052134,240400300013,1,49.9,20.8
70421,Gold,13/01/2017,13/01/2017,123066886,220200100016,1,124.4,62.3
71102,Silver,13/01/2017,13/01/2017,123067325,240600100066,1,18.3,7.4
61499,Silver,14/01/2017,14/01/2017,123072254,230100600039,1,106.8,51.1
81818,Gold,14/01/2017,14/01/2017,123074440,220200100116,1,180.7,90.45
33199,Gold,15/01/2017,19/01/2017,123080967,240100100078,1,14.5,6.2
20070,Silver,17/01/2017,21/01/2017,123092738,240100100291,1,28.1,12.15
89958,Gold,20/01/2017,20/01/2017,123005475,230100100015,2,213.8,45.5
62575,Silver,28/01/2017,28/01/2017,123050365,240400100006,2,25.8,4.55
58567,Silver,31/01/2017,31/01/2017,123070852,220100300018,2,51.2,12.1
11621,Gold,02/02/2017,02/02/2017,123075153,240100300001,1,35.5,17.9
41634,Gold,02/02/2017,02/02/2017,123079761,240600100200,1,17.9,7.65
51861,Gold,07/02/2017,07/02/2017,123005788,230100400018,2,56.2,12.75
37611,Silver,11/02/2017,11/02/2017,123026898,210200300063,1,71.7,35.95
16674,Silver,16/02/2017,16/02/2017,123055227,230100700009,1,540.7,276.0
27671,Silver,19/02/2017,19/02/2017,123072069,240800100041,5,1462.5,121.75
70068,Gold,19/02/2017,19/02/2017,123073359,230100600005,1,129.8,63.2
7420,Gold,21/02/2017,21/02/2017,123083283,220101200015,1,23.0,9.95
44722,Gold,21/02/2017,24/02/2017,123088367,240100400010,1,100.9,50.4
60229,Silver,23/02/2017,23/02/2017,123093733,240400300035,1,19.1,7.7
45933,Gold,27/02/2017,27/02/2017,123016131,230100200073,1,46.9,20.2
50351,Silver,03/03/2017,03/03/2017,123035216,240400200023,1,131.7,55.0
30397,Gold,06/03/2017,06/03/2017,123055119,240100100332,1,32.8,14.0
78357,Silver,07/03/2017,07/03/2017,123060956,240400300025,1,77.0,33.45
30063,Gold,11/03/2017,11/03/2017,123079232,220200200054,1,195.7,97.95
86703,Silver,11/03/2017,11/03/2017,123080865,230100700011,1,252.0,103.95
88806,Silver,14/03/2017,14/03/2017,123096176,240100100447,1,13.5,5.7
73331,Gold,21/03/2017,21/03/2017,123038501,240600100195,2,54.0,11.55
18496,Gold,24/03/2017,24/03/2017,123050603,230100100018,1,156.1,66.1
87686,Silver,25/03/2017,25/03/2017,123059481,220200300107,2,166.0,37.0
31150,Silver,26/03/2017,26/03/2017,123063695,220100700047,1,120.1,57.25
53190,Silver,30/03/2017,30/03/2017,123084220,220100700035,1,56.5,26.95
10453,Gold,07/04/2017,09/04/2017,123028935,240100100423,3,73.8,8.55
21147,Gold,09/04/2017,09/04/2017,123041908,230100400028,1,13.9,5.45
92030,Silver,09/04/2017,09/04/2017,123040880,240700400008,3,83.7,12.1
48363,Silver,10/04/2017,10/04/2017,123045228,240800100020,1,122.4,65.6
58015,Gold,11/04/2017,14/04/2017,123053267,220100100097,2,95.0,23.85
87187,Silver,13/04/2017,13/04/2017,123061576,220101200025,1,26.3,11.4
11463,Silver,14/04/2017,14/04/2017,123066820,220200100014,1,68.6,33.25
50947,Gold,14/04/2017,16/04/2017,123066035,230100400007,2,24.4,4.9
42822,Gold,15/04/2017,15/04/2017,123071116,240500100032,1,54.9,24.35
90920,Silver,15/04/2017,20/04/2017,123073812,220200300005,1,115.0,52.35
52685,Silver,16/04/2017,17/04/2017,123078743,220101400289,2,120.4,27.4
70647,Gold,21/04/2017,21/04/2017,123004601,210201000209,1,54.2,24.2
18010,Silver,22/04/2017,24/04/2017,123007632,240100100582,1,35.5,14.85
27086,Gold,23/04/2017,23/04/2017,123014917,240500200011,4,123.2,14.35
54237,Gold,23/04/2017,23/04/2017,123018976,220100100153,1,50.0,25.1
34391,Silver,01/05/2017,01/05/2017,123060225,240400300039,2,39.2,7.9
2841,Gold,04/05/2017,04/05/2017,123078072,230100500058,3,50.1,7.25
34469,Gold,04/05/2017,04/05/2017,123076962,240100200001,1,15.9,6.3
3336,Gold,06/05/2017,06/05/2017,123088030,220101400143,1,34.9,15.6
84468,Silver,08/05/2017,08/05/2017,123096116,240500100035,1,64.0,28.35
55068,Gold,09/05/2017,09/05/2017,123003367,220200100126,1,33.4,16.8
10614,Silver,13/05/2017,13/05/2017,123026380,230100500089,3,420.9,58.4
87535,Silver,24/05/2017,30/05/2017,123086524,240600100071,2,104.4,21.55
17168,Silver,26/05/2017,26/05/2017,123099199,210200900033,1,14.1,6.4
83442,Gold,29/05/2017,29/05/2017,123014280,220200200081,1,109.9,51.2
6812,Gold,30/05/2017,02/06/2017,123021844,240700200005,3,18.0,2.85
30305,Gold,02/06/2017,02/06/2017,123036811,240100100235,2,26.4,5.65
24025,Silver,04/06/2017,04/06/2017,123047974,240700100017,2,52.4,11.2
16607,Gold,06/06/2017,06/06/2017,123055950,220101300002,3,62.7,9.4
35269,Silver,09/06/2017,12/06/2017,123074472,230100700002,4,880.0,135.0
91078,Gold,12/06/2017,12/06/2017,123088846,230100700002,2,440.0,135.0
60972,Silver,15/06/2017,17/06/2017,123004422,240400200084,1,68.4,28.55
55808,Silver,16/06/2017,20/06/2017,123013842,240500200079,2,64.8,13.55
72831,Gold,23/06/2017,29/06/2017,123047543,240500200075,3,89.1,12.4
12300,Gold,26/06/2017,26/06/2017,123067999,240400300032,2,63.8,12.85
6282,Gold,27/06/2017,28/06/2017,123071480,240700400007,2,36.6,8.1
77826,Silver,28/06/2017,30/06/2017,123078729,220200200062,2,177.6,37.8
93144,Silver,01/07/2017,01/07/2017,123092270,240200100060,4,193.2,26.65
11173,Silver,06/07/2017,16/07/2017,123118872,220200300013,2,122.0,27.75
78915,Gold,07/07/2017,11/07/2017,123127244,220200100193,2,157.2,39.4
10030,Gold,10/07/2017,10/07/2017,123144391,240400200084,2,136.8,28.55
42447,Silver,16/07/2017,16/07/2017,123176167,230100200025,4,1000.4,113.65
40682,Gold,18/07/2017,18/07/2017,123189725,220200100192,3,214.8,35.9
36304,Platinum,20/07/2017,24/07/2017,123198678,240800200052,1,24.3,11.65
34732,Silver,22/07/2017,24/07/2017,123105995,220101400123,2,86.2,19.3
84811,Silver,26/07/2017,30/07/2017,123129132,210200300092,3,152.1,25.45
36637,Gold,27/07/2017,27/07/2017,123136744,230100600006,2,28.0,6.5
22685,Silver,29/07/2017,30/07/2017,123147610,240100100655,2,101.6,22.3
27262,Gold,29/07/2017,29/07/2017,123147687,220100100470,2,215.0,53.7
15495,Gold,30/07/2017,30/07/2017,123148638,240100200004,1,35.2,14.8
87178,Silver,03/08/2017,03/08/2017,123172629,240500200059,2,62.0,14.8
31774,Silver,06/08/2017,06/08/2017,123190039,220200100197,2,277.0,69.35
48716,Silver,08/08/2017,16/08/2017,123101437,240700200025,3,43.8,6.2
639,Silver,09/08/2017,09/08/2017,123108833,210201000007,2,11.4,2.9
38147,Gold,12/08/2017,12/08/2017,123124258,220100400009,2,107.4,26.95
50450,Silver,16/08/2017,17/08/2017,123147794,240200100022,2,7.4,1.75
30533,Gold,19/08/2017,19/08/2017,123164287,240100100598,3,231.6,32.9
5228,Gold,23/08/2017,23/08/2017,123187018,210200400011,2,92.0,23.1
71782,Silver,27/08/2017,27/08/2017,123106828,240100100550,2,264.0,56.7
10244,Gold,29/08/2017,29/08/2017,123121855,240700100004,3,78.6,13.55
37688,Gold,04/09/2017,04/09/2017,123150046,210200100005,2,26.0,5.75
53130,Gold,04/09/2017,06/09/2017,123148684,210200400049,1,31.4,15.8
42134,Gold,09/09/2017,09/09/2017,123179220,240700400001,1,62.8,27.3
53699,Silver,10/09/2017,10/09/2017,123187716,240200200061,1,130.9,52.45
25582,Gold,19/09/2017,19/09/2017,123133521,240100100224,1,75.2,32.7
51821,Gold,21/09/2017,22/09/2017,123147321,230100300023,2,69.6,14.55
51296,Silver,30/09/2017,30/09/2017,123197194,240400300015,1,36.4,15.15
76914,Silver,30/09/2017,30/09/2017,123193680,240100100368,1,50.0,24.0
71558,Silver,01/10/2017,01/10/2017,123197824,230100500068,1,1.7,0.8
25210,Silver,08/10/2017,08/10/2017,123138361,220100200016,1,34.4,13.8
93669,Gold,10/10/2017,10/10/2017,123150103,220200100201,1,107.4,53.8
